date,latitude,longitude,country,state_province,Cleaning Fish,location_name,geo_code,search_term,year,language_code,Cooking Fish,Fishing,Fishing Bait,Fishing Boat,Fishing Conditions,Fishing License,Fishing nets,Fishing Rod,Where to fish,Bass Fishing,Fly Fishing,Trout Fishing,week_number
2024-06-23,17.8819,-76.4074,Jamaica,Saint Thomas,,Morant Bay,JM-03,Trout Fishing,2024,en,,,,,,,,,,,,0.0,
2024-06-30,17.8819,-76.4074,Jamaica,Saint Thomas,,Morant Bay,JM-03,Trout Fishing,2024,en,,,,,,,,,,,,0.0,
2024-07-07,17.8819,-76.4074,Jamaica,Saint Thomas,,Morant Bay,JM-03,Trout Fishing,2024,en,,,,,,,,,,,,0.0,
2024-07-14,17.8819,-76.4074,Jamaica,Saint Thomas,,Morant Bay,JM-03,Trout Fishing,2024,en,,,,,,,,,,,,0.0,
2024-07-21,17.8819,-76.4074,Jamaica,Saint Thomas,,Morant Bay,JM-03,Trout Fishing,2024,en,,,,,,,,,,,,0.0,
2024-07-28,17.8819,-76.4074,Jamaica,Saint Thomas,,Morant Bay,JM-03,Trout Fishing,2024,en,,,,,,,,,,,,0.0,
2024-08-04,17.8819,-76.4074,Jamaica,Saint Thomas,,Morant Bay,JM-03,Trout Fishing,2024,en,,,,,,,,,,,,0.0,
2024-08-11,17.8819,-76.4074,Jamaica,Saint Thomas,,Morant Bay,JM-03,Trout Fishing,2024,en,,,,,,,,,,,,0.0,
2024-08-18,17.8819,-76.4074,Jamaica,Saint Thomas,,Morant Bay,JM-03,Trout Fishing,2024,en,,,,,,,,,,,,0.0,
2024-08-25,17.8819,-76.4074,Jamaica,Saint Thomas,,Morant Bay,JM-03,Trout Fishing,2024,en,,,,,,,,,,,,0.0,
2024-09-01,17.8819,-76.4074,Jamaica,Saint Thomas,,Morant Bay,JM-03,Trout Fishing,2024,en,,,,,,,,,,,,100.0,
2024-09-08,17.8819,-76.4074,Jamaica,Saint Thomas,,Morant Bay,JM-03,Trout Fishing,2024,en,,,,,,,,,,,,0.0,
2024-09-15,17.8819,-76.4074,Jamaica,Saint Thomas,,Morant Bay,JM-03,Trout Fishing,2024,en,,,,,,,,,,,,0.0,
2024-09-22,17.8819,-76.4074,Jamaica,Saint Thomas,,Morant Bay,JM-03,Trout Fishing,2024,en,,,,,,,,,,,,0.0,
2024-09-29,17.8819,-76.4074,Jamaica,Saint Thomas,,Morant Bay,JM-03,Trout Fishing,2024,en,,,,,,,,,,,,0.0,
2024-10-06,17.8819,-76.4074,Jamaica,Saint Thomas,,Morant Bay,JM-03,Trout Fishing,2024,en,,,,,,,,,,,,0.0,
2024-10-13,17.8819,-76.4074,Jamaica,Saint Thomas,,Morant Bay,JM-03,Trout Fishing,2024,en,,,,,,,,,,,,0.0,
2024-10-20,17.8819,-76.4074,Jamaica,Saint Thomas,,Morant Bay,JM-03,Trout Fishing,2024,en,,,,,,,,,,,,0.0,
2024-10-27,17.8819,-76.4074,Jamaica,Saint Thomas,,Morant Bay,JM-03,Trout Fishing,2024,en,,,,,,,,,,,,0.0,
2024-11-03,17.8819,-76.4074,Jamaica,Saint Thomas,,Morant Bay,JM-03,Trout Fishing,2024,en,,,,,,,,,,,,0.0,
2024-11-10,17.8819,-76.4074,Jamaica,Saint Thomas,,Morant Bay,JM-03,Trout Fishing,2024,en,,,,,,,,,,,,0.0,
2024-11-17,17.8819,-76.4074,Jamaica,Saint Thomas,,Morant Bay,JM-03,Trout Fishing,2024,en,,,,,,,,,,,,0.0,
2024-11-24,17.8819,-76.4074,Jamaica,Saint Thomas,,Morant Bay,JM-03,Trout Fishing,2024,en,,,,,,,,,,,,0.0,
2024-12-01,17.8819,-76.4074,Jamaica,Saint Thomas,,Morant Bay,JM-03,Trout Fishing,2024,en,,,,,,,,,,,,0.0,
2024-12-08,17.8819,-76.4074,Jamaica,Saint Thomas,,Morant Bay,JM-03,Trout Fishing,2024,en,,,,,,,,,,,,0.0,
2024-12-15,17.8819,-76.4074,Jamaica,Saint Thomas,,Morant Bay,JM-03,Trout Fishing,2024,en,,,,,,,,,,,,0.0,
2024-12-22,17.8819,-76.4074,Jamaica,Saint Thomas,,Morant Bay,JM-03,Trout Fishing,2024,en,,,,,,,,,,,,0.0,
2024-12-29,17.8819,-76.4074,Jamaica,Saint Thomas,,Morant Bay,JM-03,Trout Fishing,2024,en,,,,,,,,,,,,0.0,
2023-12-31,17.8819,-76.4074,Jamaica,Saint Thomas,,Morant Bay,JM-03,Where to fish,2024,en,,,,,,,,,0.0,,,,
2024-01-07,17.8819,-76.4074,Jamaica,Saint Thomas,,Morant Bay,JM-03,Where to fish,2024,en,,,,,,,,,0.0,,,,
2024-01-14,17.8819,-76.4074,Jamaica,Saint Thomas,,Morant Bay,JM-03,Where to fish,2024,en,,,,,,,,,0.0,,,,
2024-01-21,17.8819,-76.4074,Jamaica,Saint Thomas,,Morant Bay,JM-03,Where to fish,2024,en,,,,,,,,,0.0,,,,
2024-01-28,17.8819,-76.4074,Jamaica,Saint Thomas,,Morant Bay,JM-03,Where to fish,2024,en,,,,,,,,,0.0,,,,
2024-02-04,17.8819,-76.4074,Jamaica,Saint Thomas,,Morant Bay,JM-03,Where to fish,2024,en,,,,,,,,,0.0,,,,
2024-02-11,17.8819,-76.4074,Jamaica,Saint Thomas,,Morant Bay,JM-03,Where to fish,2024,en,,,,,,,,,0.0,,,,
2024-02-18,17.8819,-76.4074,Jamaica,Saint Thomas,,Morant Bay,JM-03,Where to fish,2024,en,,,,,,,,,0.0,,,,
2024-02-25,17.8819,-76.4074,Jamaica,Saint Thomas,,Morant Bay,JM-03,Where to fish,2024,en,,,,,,,,,0.0,,,,
2024-03-03,17.8819,-76.4074,Jamaica,Saint Thomas,,Morant Bay,JM-03,Where to fish,2024,en,,,,,,,,,0.0,,,,
2024-03-10,17.8819,-76.4074,Jamaica,Saint Thomas,,Morant Bay,JM-03,Where to fish,2024,en,,,,,,,,,0.0,,,,
2024-03-17,17.8819,-76.4074,Jamaica,Saint Thomas,,Morant Bay,JM-03,Where to fish,2024,en,,,,,,,,,0.0,,,,
2024-03-24,17.8819,-76.4074,Jamaica,Saint Thomas,,Morant Bay,JM-03,Where to fish,2024,en,,,,,,,,,0.0,,,,
2024-03-31,17.8819,-76.4074,Jamaica,Saint Thomas,,Morant Bay,JM-03,Where to fish,2024,en,,,,,,,,,0.0,,,,
2024-04-07,17.8819,-76.4074,Jamaica,Saint Thomas,,Morant Bay,JM-03,Where to fish,2024,en,,,,,,,,,0.0,,,,
2024-04-14,17.8819,-76.4074,Jamaica,Saint Thomas,,Morant Bay,JM-03,Where to fish,2024,en,,,,,,,,,0.0,,,,
2024-04-21,17.8819,-76.4074,Jamaica,Saint Thomas,,Morant Bay,JM-03,Where to fish,2024,en,,,,,,,,,0.0,,,,
2024-04-28,17.8819,-76.4074,Jamaica,Saint Thomas,,Morant Bay,JM-03,Where to fish,2024,en,,,,,,,,,0.0,,,,
2024-05-05,17.8819,-76.4074,Jamaica,Saint Thomas,,Morant Bay,JM-03,Where to fish,2024,en,,,,,,,,,0.0,,,,
2024-05-12,17.8819,-76.4074,Jamaica,Saint Thomas,,Morant Bay,JM-03,Where to fish,2024,en,,,,,,,,,0.0,,,,
2024-05-19,17.8819,-76.4074,Jamaica,Saint Thomas,,Morant Bay,JM-03,Where to fish,2024,en,,,,,,,,,0.0,,,,
2024-05-26,17.8819,-76.4074,Jamaica,Saint Thomas,,Morant Bay,JM-03,Where to fish,2024,en,,,,,,,,,0.0,,,,
2024-06-02,17.8819,-76.4074,Jamaica,Saint Thomas,,Morant Bay,JM-03,Where to fish,2024,en,,,,,,,,,0.0,,,,
2024-06-09,17.8819,-76.4074,Jamaica,Saint Thomas,,Morant Bay,JM-03,Where to fish,2024,en,,,,,,,,,0.0,,,,
2024-06-16,17.8819,-76.4074,Jamaica,Saint Thomas,,Morant Bay,JM-03,Where to fish,2024,en,,,,,,,,,0.0,,,,
2024-06-23,17.8819,-76.4074,Jamaica,Saint Thomas,,Morant Bay,JM-03,Where to fish,2024,en,,,,,,,,,0.0,,,,
2024-06-30,17.8819,-76.4074,Jamaica,Saint Thomas,,Morant Bay,JM-03,Where to fish,2024,en,,,,,,,,,0.0,,,,
2024-07-07,17.8819,-76.4074,Jamaica,Saint Thomas,,Morant Bay,JM-03,Where to fish,2024,en,,,,,,,,,0.0,,,,
2024-07-14,17.8819,-76.4074,Jamaica,Saint Thomas,,Morant Bay,JM-03,Where to fish,2024,en,,,,,,,,,0.0,,,,
2024-07-21,17.8819,-76.4074,Jamaica,Saint Thomas,,Morant Bay,JM-03,Where to fish,2024,en,,,,,,,,,0.0,,,,
2024-07-28,17.8819,-76.4074,Jamaica,Saint Thomas,,Morant Bay,JM-03,Where to fish,2024,en,,,,,,,,,0.0,,,,
2024-08-04,17.8819,-76.4074,Jamaica,Saint Thomas,,Morant Bay,JM-03,Where to fish,2024,en,,,,,,,,,0.0,,,,
2024-08-11,17.8819,-76.4074,Jamaica,Saint Thomas,,Morant Bay,JM-03,Where to fish,2024,en,,,,,,,,,0.0,,,,
2024-08-18,17.8819,-76.4074,Jamaica,Saint Thomas,,Morant Bay,JM-03,Where to fish,2024,en,,,,,,,,,0.0,,,,
2024-08-25,17.8819,-76.4074,Jamaica,Saint Thomas,,Morant Bay,JM-03,Where to fish,2024,en,,,,,,,,,0.0,,,,
2024-09-01,17.8819,-76.4074,Jamaica,Saint Thomas,,Morant Bay,JM-03,Where to fish,2024,en,,,,,,,,,0.0,,,,
2024-09-08,17.8819,-76.4074,Jamaica,Saint Thomas,,Morant Bay,JM-03,Where to fish,2024,en,,,,,,,,,0.0,,,,
2024-09-15,17.8819,-76.4074,Jamaica,Saint Thomas,,Morant Bay,JM-03,Where to fish,2024,en,,,,,,,,,0.0,,,,
2024-09-22,17.8819,-76.4074,Jamaica,Saint Thomas,,Morant Bay,JM-03,Where to fish,2024,en,,,,,,,,,0.0,,,,
2024-09-29,17.8819,-76.4074,Jamaica,Saint Thomas,,Morant Bay,JM-03,Where to fish,2024,en,,,,,,,,,0.0,,,,
2024-10-06,17.8819,-76.4074,Jamaica,Saint Thomas,,Morant Bay,JM-03,Where to fish,2024,en,,,,,,,,,0.0,,,,
2024-10-13,17.8819,-76.4074,Jamaica,Saint Thomas,,Morant Bay,JM-03,Where to fish,2024,en,,,,,,,,,0.0,,,,
2024-10-20,17.8819,-76.4074,Jamaica,Saint Thomas,,Morant Bay,JM-03,Where to fish,2024,en,,,,,,,,,0.0,,,,
2024-10-27,17.8819,-76.4074,Jamaica,Saint Thomas,,Morant Bay,JM-03,Where to fish,2024,en,,,,,,,,,0.0,,,,
2024-11-03,17.8819,-76.4074,Jamaica,Saint Thomas,,Morant Bay,JM-03,Where to fish,2024,en,,,,,,,,,0.0,,,,
2024-11-10,17.8819,-76.4074,Jamaica,Saint Thomas,,Morant Bay,JM-03,Where to fish,2024,en,,,,,,,,,0.0,,,,
2024-11-17,17.8819,-76.4074,Jamaica,Saint Thomas,,Morant Bay,JM-03,Where to fish,2024,en,,,,,,,,,0.0,,,,
2024-11-24,17.8819,-76.4074,Jamaica,Saint Thomas,,Morant Bay,JM-03,Where to fish,2024,en,,,,,,,,,0.0,,,,
2024-12-01,17.8819,-76.4074,Jamaica,Saint Thomas,,Morant Bay,JM-03,Where to fish,2024,en,,,,,,,,,0.0,,,,
2024-12-08,17.8819,-76.4074,Jamaica,Saint Thomas,,Morant Bay,JM-03,Where to fish,2024,en,,,,,,,,,0.0,,,,
2024-12-15,17.8819,-76.4074,Jamaica,Saint Thomas,,Morant Bay,JM-03,Where to fish,2024,en,,,,,,,,,0.0,,,,
2024-12-22,17.8819,-76.4074,Jamaica,Saint Thomas,,Morant Bay,JM-03,Where to fish,2024,en,,,,,,,,,0.0,,,,
2024-12-29,17.8819,-76.4074,Jamaica,Saint Thomas,,Morant Bay,JM-03,Where to fish,2024,en,,,,,,,,,0.0,,,,
2023-12-31,18.1096,-77.2975,Jamaica,National,0.0,Jamaica,JM,Cleaning Fish,2024,en,,,,,,,,,,,,,1.0
2024-01-07,18.1096,-77.2975,Jamaica,National,0.0,Jamaica,JM,Cleaning Fish,2024,en,,,,,,,,,,,,,2.0
2024-01-14,18.1096,-77.2975,Jamaica,National,0.0,Jamaica,JM,Cleaning Fish,2024,en,,,,,,,,,,,,,3.0
2024-01-21,18.1096,-77.2975,Jamaica,National,0.0,Jamaica,JM,Cleaning Fish,2024,en,,,,,,,,,,,,,4.0
2024-01-28,18.1096,-77.2975,Jamaica,National,0.0,Jamaica,JM,Cleaning Fish,2024,en,,,,,,,,,,,,,5.0
2024-02-04,18.1096,-77.2975,Jamaica,National,0.0,Jamaica,JM,Cleaning Fish,2024,en,,,,,,,,,,,,,6.0
2024-02-11,18.1096,-77.2975,Jamaica,National,0.0,Jamaica,JM,Cleaning Fish,2024,en,,,,,,,,,,,,,7.0
2024-02-18,18.1096,-77.2975,Jamaica,National,0.0,Jamaica,JM,Cleaning Fish,2024,en,,,,,,,,,,,,,8.0
2024-02-25,18.1096,-77.2975,Jamaica,National,0.0,Jamaica,JM,Cleaning Fish,2024,en,,,,,,,,,,,,,9.0
2024-03-03,18.1096,-77.2975,Jamaica,National,0.0,Jamaica,JM,Cleaning Fish,2024,en,,,,,,,,,,,,,10.0
2024-03-10,18.1096,-77.2975,Jamaica,National,0.0,Jamaica,JM,Cleaning Fish,2024,en,,,,,,,,,,,,,11.0
2024-03-17,18.1096,-77.2975,Jamaica,National,0.0,Jamaica,JM,Cleaning Fish,2024,en,,,,,,,,,,,,,12.0
2024-03-24,18.1096,-77.2975,Jamaica,National,0.0,Jamaica,JM,Cleaning Fish,2024,en,,,,,,,,,,,,,13.0
2024-03-31,18.1096,-77.2975,Jamaica,National,0.0,Jamaica,JM,Cleaning Fish,2024,en,,,,,,,,,,,,,14.0
2024-04-07,18.1096,-77.2975,Jamaica,National,0.0,Jamaica,JM,Cleaning Fish,2024,en,,,,,,,,,,,,,15.0
2024-04-14,18.1096,-77.2975,Jamaica,National,0.0,Jamaica,JM,Cleaning Fish,2024,en,,,,,,,,,,,,,16.0
2024-04-21,18.1096,-77.2975,Jamaica,National,0.0,Jamaica,JM,Cleaning Fish,2024,en,,,,,,,,,,,,,17.0
2024-04-28,18.1096,-77.2975,Jamaica,National,0.0,Jamaica,JM,Cleaning Fish,2024,en,,,,,,,,,,,,,18.0
2024-05-05,18.1096,-77.2975,Jamaica,National,0.0,Jamaica,JM,Cleaning Fish,2024,en,,,,,,,,,,,,,19.0
2024-05-12,18.1096,-77.2975,Jamaica,National,0.0,Jamaica,JM,Cleaning Fish,2024,en,,,,,,,,,,,,,20.0
2024-05-19,18.1096,-77.2975,Jamaica,National,0.0,Jamaica,JM,Cleaning Fish,2024,en,,,,,,,,,,,,,21.0
2024-05-26,18.1096,-77.2975,Jamaica,National,0.0,Jamaica,JM,Cleaning Fish,2024,en,,,,,,,,,,,,,22.0
2024-06-02,18.1096,-77.2975,Jamaica,National,0.0,Jamaica,JM,Cleaning Fish,2024,en,,,,,,,,,,,,,23.0
2024-06-09,18.1096,-77.2975,Jamaica,National,0.0,Jamaica,JM,Cleaning Fish,2024,en,,,,,,,,,,,,,24.0
2024-06-16,18.1096,-77.2975,Jamaica,National,0.0,Jamaica,JM,Cleaning Fish,2024,en,,,,,,,,,,,,,25.0
2024-06-23,18.1096,-77.2975,Jamaica,National,0.0,Jamaica,JM,Cleaning Fish,2024,en,,,,,,,,,,,,,26.0
2024-06-30,18.1096,-77.2975,Jamaica,National,0.0,Jamaica,JM,Cleaning Fish,2024,en,,,,,,,,,,,,,27.0
2024-07-07,18.1096,-77.2975,Jamaica,National,0.0,Jamaica,JM,Cleaning Fish,2024,en,,,,,,,,,,,,,28.0
2024-07-14,18.1096,-77.2975,Jamaica,National,0.0,Jamaica,JM,Cleaning Fish,2024,en,,,,,,,,,,,,,29.0
2024-07-21,18.1096,-77.2975,Jamaica,National,0.0,Jamaica,JM,Cleaning Fish,2024,en,,,,,,,,,,,,,30.0
2024-07-28,18.1096,-77.2975,Jamaica,National,0.0,Jamaica,JM,Cleaning Fish,2024,en,,,,,,,,,,,,,31.0
2024-08-04,18.1096,-77.2975,Jamaica,National,0.0,Jamaica,JM,Cleaning Fish,2024,en,,,,,,,,,,,,,32.0
2024-08-11,18.1096,-77.2975,Jamaica,National,0.0,Jamaica,JM,Cleaning Fish,2024,en,,,,,,,,,,,,,33.0
2024-08-18,18.1096,-77.2975,Jamaica,National,0.0,Jamaica,JM,Cleaning Fish,2024,en,,,,,,,,,,,,,34.0
2024-08-25,18.1096,-77.2975,Jamaica,National,0.0,Jamaica,JM,Cleaning Fish,2024,en,,,,,,,,,,,,,35.0
2024-09-01,18.1096,-77.2975,Jamaica,National,0.0,Jamaica,JM,Cleaning Fish,2024,en,,,,,,,,,,,,,36.0
2024-09-08,18.1096,-77.2975,Jamaica,National,0.0,Jamaica,JM,Cleaning Fish,2024,en,,,,,,,,,,,,,37.0
2024-09-15,18.1096,-77.2975,Jamaica,National,0.0,Jamaica,JM,Cleaning Fish,2024,en,,,,,,,,,,,,,38.0
2024-09-22,18.1096,-77.2975,Jamaica,National,0.0,Jamaica,JM,Cleaning Fish,2024,en,,,,,,,,,,,,,39.0
2024-09-29,18.1096,-77.2975,Jamaica,National,0.0,Jamaica,JM,Cleaning Fish,2024,en,,,,,,,,,,,,,40.0
2024-10-06,18.1096,-77.2975,Jamaica,National,0.0,Jamaica,JM,Cleaning Fish,2024,en,,,,,,,,,,,,,41.0
2024-10-13,18.1096,-77.2975,Jamaica,National,0.0,Jamaica,JM,Cleaning Fish,2024,en,,,,,,,,,,,,,42.0
2024-10-20,18.1096,-77.2975,Jamaica,National,0.0,Jamaica,JM,Cleaning Fish,2024,en,,,,,,,,,,,,,43.0
2024-10-27,18.1096,-77.2975,Jamaica,National,0.0,Jamaica,JM,Cleaning Fish,2024,en,,,,,,,,,,,,,44.0
2024-11-03,18.1096,-77.2975,Jamaica,National,0.0,Jamaica,JM,Cleaning Fish,2024,en,,,,,,,,,,,,,45.0
2024-11-10,18.1096,-77.2975,Jamaica,National,0.0,Jamaica,JM,Cleaning Fish,2024,en,,,,,,,,,,,,,46.0
2024-11-17,18.1096,-77.2975,Jamaica,National,0.0,Jamaica,JM,Cleaning Fish,2024,en,,,,,,,,,,,,,47.0
2024-11-24,18.1096,-77.2975,Jamaica,National,0.0,Jamaica,JM,Cleaning Fish,2024,en,,,,,,,,,,,,,48.0
2024-12-01,18.1096,-77.2975,Jamaica,National,0.0,Jamaica,JM,Cleaning Fish,2024,en,,,,,,,,,,,,,49.0
2024-12-08,18.1096,-77.2975,Jamaica,National,0.0,Jamaica,JM,Cleaning Fish,2024,en,,,,,,,,,,,,,50.0
2024-12-15,18.1096,-77.2975,Jamaica,National,0.0,Jamaica,JM,Cleaning Fish,2024,en,,,,,,,,,,,,,51.0
2024-12-22,18.1096,-77.2975,Jamaica,National,0.0,Jamaica,JM,Cleaning Fish,2024,en,,,,,,,,,,,,,52.0
2024-12-29,18.1096,-77.2975,Jamaica,National,0.0,Jamaica,JM,Cleaning Fish,2024,en,,,,,,,,,,,,,53.0
2023-12-31,18.1096,-77.2975,Jamaica,National,,Jamaica,JM,Cooking Fish,2024,en,0.0,,,,,,,,,,,,1.0
2024-01-07,18.1096,-77.2975,Jamaica,National,,Jamaica,JM,Cooking Fish,2024,en,0.0,,,,,,,,,,,,2.0
2024-01-14,18.1096,-77.2975,Jamaica,National,,Jamaica,JM,Cooking Fish,2024,en,0.0,,,,,,,,,,,,3.0
2024-01-21,18.1096,-77.2975,Jamaica,National,,Jamaica,JM,Cooking Fish,2024,en,0.0,,,,,,,,,,,,4.0
2024-01-28,18.1096,-77.2975,Jamaica,National,,Jamaica,JM,Cooking Fish,2024,en,0.0,,,,,,,,,,,,5.0
2024-02-04,18.1096,-77.2975,Jamaica,National,,Jamaica,JM,Cooking Fish,2024,en,0.0,,,,,,,,,,,,6.0
2024-02-11,18.1096,-77.2975,Jamaica,National,,Jamaica,JM,Cooking Fish,2024,en,0.0,,,,,,,,,,,,7.0
2024-02-18,18.1096,-77.2975,Jamaica,National,,Jamaica,JM,Cooking Fish,2024,en,0.0,,,,,,,,,,,,8.0
2024-02-25,18.1096,-77.2975,Jamaica,National,,Jamaica,JM,Cooking Fish,2024,en,0.0,,,,,,,,,,,,9.0
2024-03-03,18.1096,-77.2975,Jamaica,National,,Jamaica,JM,Cooking Fish,2024,en,0.0,,,,,,,,,,,,10.0
2024-03-10,18.1096,-77.2975,Jamaica,National,,Jamaica,JM,Cooking Fish,2024,en,0.0,,,,,,,,,,,,11.0
2024-03-17,18.1096,-77.2975,Jamaica,National,,Jamaica,JM,Cooking Fish,2024,en,0.0,,,,,,,,,,,,12.0
2024-03-24,18.1096,-77.2975,Jamaica,National,,Jamaica,JM,Cooking Fish,2024,en,0.0,,,,,,,,,,,,13.0
2024-03-31,18.1096,-77.2975,Jamaica,National,,Jamaica,JM,Cooking Fish,2024,en,0.0,,,,,,,,,,,,14.0
2024-04-07,18.1096,-77.2975,Jamaica,National,,Jamaica,JM,Cooking Fish,2024,en,0.0,,,,,,,,,,,,15.0
2024-04-14,18.1096,-77.2975,Jamaica,National,,Jamaica,JM,Cooking Fish,2024,en,0.0,,,,,,,,,,,,16.0
2024-04-21,18.1096,-77.2975,Jamaica,National,,Jamaica,JM,Cooking Fish,2024,en,0.0,,,,,,,,,,,,17.0
2024-04-28,18.1096,-77.2975,Jamaica,National,,Jamaica,JM,Cooking Fish,2024,en,0.0,,,,,,,,,,,,18.0
2024-05-05,18.1096,-77.2975,Jamaica,National,,Jamaica,JM,Cooking Fish,2024,en,0.0,,,,,,,,,,,,19.0
2024-05-12,18.1096,-77.2975,Jamaica,National,,Jamaica,JM,Cooking Fish,2024,en,0.0,,,,,,,,,,,,20.0
2024-05-19,18.1096,-77.2975,Jamaica,National,,Jamaica,JM,Cooking Fish,2024,en,0.0,,,,,,,,,,,,21.0
2024-05-26,18.1096,-77.2975,Jamaica,National,,Jamaica,JM,Cooking Fish,2024,en,0.0,,,,,,,,,,,,22.0
2024-06-02,18.1096,-77.2975,Jamaica,National,,Jamaica,JM,Cooking Fish,2024,en,0.0,,,,,,,,,,,,23.0
2024-06-09,18.1096,-77.2975,Jamaica,National,,Jamaica,JM,Cooking Fish,2024,en,0.0,,,,,,,,,,,,24.0
2024-06-16,18.1096,-77.2975,Jamaica,National,,Jamaica,JM,Cooking Fish,2024,en,0.0,,,,,,,,,,,,25.0
2024-06-23,18.1096,-77.2975,Jamaica,National,,Jamaica,JM,Cooking Fish,2024,en,0.0,,,,,,,,,,,,26.0
2024-06-30,18.1096,-77.2975,Jamaica,National,,Jamaica,JM,Cooking Fish,2024,en,0.0,,,,,,,,,,,,27.0
2024-07-07,18.1096,-77.2975,Jamaica,National,,Jamaica,JM,Cooking Fish,2024,en,0.0,,,,,,,,,,,,28.0
2024-07-14,18.1096,-77.2975,Jamaica,National,,Jamaica,JM,Cooking Fish,2024,en,0.0,,,,,,,,,,,,29.0
2024-07-21,18.1096,-77.2975,Jamaica,National,,Jamaica,JM,Cooking Fish,2024,en,0.0,,,,,,,,,,,,30.0
2024-07-28,18.1096,-77.2975,Jamaica,National,,Jamaica,JM,Cooking Fish,2024,en,0.0,,,,,,,,,,,,31.0
2024-08-04,18.1096,-77.2975,Jamaica,National,,Jamaica,JM,Cooking Fish,2024,en,0.0,,,,,,,,,,,,32.0
2024-08-11,18.1096,-77.2975,Jamaica,National,,Jamaica,JM,Cooking Fish,2024,en,0.0,,,,,,,,,,,,33.0
2024-08-18,18.1096,-77.2975,Jamaica,National,,Jamaica,JM,Cooking Fish,2024,en,0.0,,,,,,,,,,,,34.0
2024-08-25,18.1096,-77.2975,Jamaica,National,,Jamaica,JM,Cooking Fish,2024,en,0.0,,,,,,,,,,,,35.0
2024-09-01,18.1096,-77.2975,Jamaica,National,,Jamaica,JM,Cooking Fish,2024,en,0.0,,,,,,,,,,,,36.0
2024-09-08,18.1096,-77.2975,Jamaica,National,,Jamaica,JM,Cooking Fish,2024,en,0.0,,,,,,,,,,,,37.0
2024-09-15,18.1096,-77.2975,Jamaica,National,,Jamaica,JM,Cooking Fish,2024,en,0.0,,,,,,,,,,,,38.0
2024-09-22,18.1096,-77.2975,Jamaica,National,,Jamaica,JM,Cooking Fish,2024,en,0.0,,,,,,,,,,,,39.0
2024-09-29,18.1096,-77.2975,Jamaica,National,,Jamaica,JM,Cooking Fish,2024,en,0.0,,,,,,,,,,,,40.0
2024-10-06,18.1096,-77.2975,Jamaica,National,,Jamaica,JM,Cooking Fish,2024,en,0.0,,,,,,,,,,,,41.0
2024-10-13,18.1096,-77.2975,Jamaica,National,,Jamaica,JM,Cooking Fish,2024,en,0.0,,,,,,,,,,,,42.0
2024-10-20,18.1096,-77.2975,Jamaica,National,,Jamaica,JM,Cooking Fish,2024,en,0.0,,,,,,,,,,,,43.0
2024-10-27,18.1096,-77.2975,Jamaica,National,,Jamaica,JM,Cooking Fish,2024,en,0.0,,,,,,,,,,,,44.0
2024-11-03,18.1096,-77.2975,Jamaica,National,,Jamaica,JM,Cooking Fish,2024,en,0.0,,,,,,,,,,,,45.0
2024-11-10,18.1096,-77.2975,Jamaica,National,,Jamaica,JM,Cooking Fish,2024,en,0.0,,,,,,,,,,,,46.0
2024-11-17,18.1096,-77.2975,Jamaica,National,,Jamaica,JM,Cooking Fish,2024,en,0.0,,,,,,,,,,,,47.0
2024-11-24,18.1096,-77.2975,Jamaica,National,,Jamaica,JM,Cooking Fish,2024,en,0.0,,,,,,,,,,,,48.0
2024-12-01,18.1096,-77.2975,Jamaica,National,,Jamaica,JM,Cooking Fish,2024,en,0.0,,,,,,,,,,,,49.0
2024-12-08,18.1096,-77.2975,Jamaica,National,,Jamaica,JM,Cooking Fish,2024,en,0.0,,,,,,,,,,,,50.0
2024-12-15,18.1096,-77.2975,Jamaica,National,,Jamaica,JM,Cooking Fish,2024,en,0.0,,,,,,,,,,,,51.0
2024-12-22,18.1096,-77.2975,Jamaica,National,,Jamaica,JM,Cooking Fish,2024,en,0.0,,,,,,,,,,,,52.0
2024-12-29,18.1096,-77.2975,Jamaica,National,,Jamaica,JM,Cooking Fish,2024,en,0.0,,,,,,,,,,,,53.0
2023-12-31,18.1096,-77.2975,Jamaica,National,,Jamaica,JM,Fishing,2024,en,,59.0,,,,,,,,,,,1.0
2024-01-07,18.1096,-77.2975,Jamaica,National,,Jamaica,JM,Fishing,2024,en,,64.0,,,,,,,,,,,2.0
2024-01-14,18.1096,-77.2975,Jamaica,National,,Jamaica,JM,Fishing,2024,en,,52.0,,,,,,,,,,,3.0
2024-01-21,18.1096,-77.2975,Jamaica,National,,Jamaica,JM,Fishing,2024,en,,51.0,,,,,,,,,,,4.0
2024-01-28,18.1096,-77.2975,Jamaica,National,,Jamaica,JM,Fishing,2024,en,,84.0,,,,,,,,,,,5.0
2024-02-04,18.1096,-77.2975,Jamaica,National,,Jamaica,JM,Fishing,2024,en,,74.0,,,,,,,,,,,6.0
2024-02-11,18.1096,-77.2975,Jamaica,National,,Jamaica,JM,Fishing,2024,en,,44.0,,,,,,,,,,,7.0
2024-02-18,18.1096,-77.2975,Jamaica,National,,Jamaica,JM,Fishing,2024,en,,76.0,,,,,,,,,,,8.0
2024-02-25,18.1096,-77.2975,Jamaica,National,,Jamaica,JM,Fishing,2024,en,,58.0,,,,,,,,,,,9.0
2024-03-03,18.1096,-77.2975,Jamaica,National,,Jamaica,JM,Fishing,2024,en,,76.0,,,,,,,,,,,10.0
